Day,Date,Batch,Location,Name,Description,Replicate,pH,Cumulative_Gas ,Cumulative_Gas_Yield_gVSadded,Volume_CH4,Cumulative_CH4_Volume,CH4_Yield_VS_added,CH4_Yield_VS_des
26,11/19/2018,4,Digester B,EEFFL(100),Easter Digester Effluent C (100%),C,8.2,929.6560797,15.94803883,38.61255222,581.1176944,9.968942018,15.50362143
28,11/21/2018,4,Digester B,EEFFL(100),Easter Digester Effluent C (100%),C,8.01,966.0065521,16.57162293,22.71904527,603.8367397,10.35868208,16.10974216
30,11/23/2018,4,Digester B,EEFFL(100),Easter Digester Effluent C (100%),C,8.1,1011.438912,17.35100473,33.04171606,636.8784558,10.92550521,16.9912611
32,11/25/2018,4,Digester B,EEFFL(100),Easter Digester Effluent C (100%),C,8.15,1073.733419,18.41965285,41.52967145,678.4081272,11.63793729,18.09922995
34,11/27/2018,4,Digester B,EEFFL(100),Easter Digester Effluent C (100%),C,8.22,1118.723786,19.19145237,25.708781,704.1169082,12.07896559,18.78511374
36,11/29/2018,4,Digester B,EEFFL(100),Easter Digester Effluent C (100%),C,8.29,1172.517386,20.11426935,34.23229087,738.3491991,12.66621276,19.698396
38,12/1/2018,4,Digester B,EEFFL(100),Easter Digester Effluent C (100%),C,8.09,1216.689766,20.8720365,29.44825347,767.7974526,13.17139086,20.48404507
40,12/3/2018,4,Digester B,EEFFL(100),Easter Digester Effluent C (100%),C,8.03,1261.620965,21.64282101,29.95413256,797.7515851,13.68524719,21.28319046
42,12/5/2018,4,Digester B,EEFFL(100),Easter Digester Effluent C (100%),C,8.35,1315.993695,22.57557285,38.8376648,836.5892499,14.35149851,22.31933935
44,12/7/2018,4,Digester B,EEFFL(100),Easter Digester Effluent C (100%),C,8.24,1361.874382,23.36264561,31.28228658,867.8715365,14.88813903,23.15391853
46,12/9/2018,4,Digester B,EEFFL(100),Easter Digester Effluent C (100%),C,8.33,1416.578609,24.30108419,32.82253583,900.6940723,15.45120217,24.02958997
47,12/10/2018,4,Digester B,EEFFL(100),Easter Digester Effluent C (100%),C,8.63,1462.154597,25.0829299,28.48499241,929.1790647,15.93985575,24.78954023
48,12/11/2018,4,Digester B,EEFFL(100),Easter Digester Effluent C (100%),C,8.3,1507.296963,25.85733695,25.79563806,954.9747028,16.38237406,25.47774128
50,12/13/2018,4,Digester B,EEFFL(100),Easter Digester Effluent C (100%),C,8.28,1552.434561,26.63166219,30.09173211,985.0664349,16.89859088,26.28055769
51,12/14/2018,4,Digester B,EEFFL(100),Easter Digester Effluent C (100%),C,8.2,1597.62198,27.40684209,29.0490551,1014.11549,17.39692082,27.05555655
0,10/24/2018,4,Digester B,WEFFL(20),Blank Digester Effluent A (20%),A,7.11,0,0,0,0,0,0
1,10/25/2018,4,Digester B,WEFFL(20),Blank Digester Effluent A (20%),A,7.75,54.36924161,2.045051405,0,0,0,0
2,10/26/2018,4,Digester B,WEFFL(20),Blank Digester Effluent A (20%),A,7.9,99.06688143,3.72631398,27.93602489,27.93602489,1.050789109,1.171268288
3,10/27/2018,4,Digester B,WEFFL(20),Blank Digester Effluent A (20%),A,8.06,143.8280484,5.409966072,24.41518197,52.35120686,1.969144796,2.19491888
5,10/29/2018,4,Digester B,WEFFL(20),Blank Digester Effluent A (20%),A,8.2,189.1124181,7.113297977,0,52.35120686,1.969144796,2.19491888
7,10/31/2018,4,Digester B,WEFFL(20),Blank Digester Effluent A (20%),A,8.08,233.8921069,8.797646754,30.29214246,82.64334931,3.108557204,3.464971652
9,11/2/2018,4,Digester B,WEFFL(20),Blank Digester Effluent A (20%),A,7.68,287.6166317,10.8184477,23.02479631,105.6681456,3.974614751,4.430327814
11,11/4/2018,4,Digester B,WEFFL(20),Blank Digester Effluent A (20%),A,7.72,314.5635211,11.83203134,8.982296471,114.6504421,4.312475966,4.806926813
13,11/6/2018,4,Digester B,WEFFL(20),Blank Digester Effluent A (20%),A,7.75,359.1222585,13.50806923,27.58398031,142.2344224,5.350023227,5.963434996
15,11/8/2018,4,Digester B,WEFFL(20),Blank Digester Effluent A (20%),A,7.73,413.8295489,15.56583604,34.19205652,176.4264789,6.636127486,7.396998707
17,11/10/2018,4,Digester B,WEFFL(20),Blank Digester Effluent A (20%),A,7.9,468.6162728,17.62659068,39.49740558,215.9238845,8.121787805,9.052998758
19,11/12/2018,4,Digester B,WEFFL(20),Blank Digester Effluent A (20%),A,7.91,504.9922415,18.99484088,14.5503875,230.474272,8.669087887,9.663050028
22,11/15/2018,4,Digester B,WEFFL(20),Blank Digester Effluent A (20%),A,7.71,577.1810353,21.71015913,40.10488541,270.5791574,10.17759803,11.34451977
24,11/17/2018,4,Digester B,WEFFL(20),Blank Digester Effluent A (20%),A,7.66,622.5735967,23.41756058,29.18093233,299.7600897,11.27521324,12.56798305
26,11/19/2018,4,Digester B,WEFFL(20),Blank Digester Effluent A (20%),A,7.72,685.6407653,25.78977689,40.99365961,340.7537493,12.81715384,14.28671625
28,11/21/2018,4,Digester B,WEFFL(20),Blank Digester Effluent A (20%),A,7.8,740.166474,27.84071366,34.07856791,374.8323173,14.09898933,15.71552175
30,11/23/2018,4,Digester B,WEFFL(20),Blank Digester Effluent A (20%),A,7.64,794.6853055,29.89139176,0,374.8323173,14.09898933,15.71552175
32,11/25/2018,4,Digester B,WEFFL(20),Blank Digester Effluent A (20%),A,7.87,856.9798126,32.23454509,38.93406699,413.7663842,15.56346016,17.34790281
34,11/27/2018,4,Digester B,WEFFL(20),Blank Digester Effluent A (20%),A,7.84,910.9682527,34.26527298,33.74277506,447.5091593,16.83266509,18.76262958
36,11/29/2018,4,Digester B,WEFFL(20),Blank Digester Effluent A (20%),A,7.92,955.7962527,35.95143894,14.94266665,462.451826,17.39472041,19.38912787
38,12/1/2018,4,Digester B,WEFFL(20),Blank Digester Effluent A (20%),A,7.75,1008.803109,37.94524541,36.69705433,499.1488803,18.77504797,20.92771813
40,12/3/2018,4,Digester B,WEFFL(20),Blank Digester Effluent A (20%),A,7.85,1044.748068,39.29728356,11.98165302,511.1305333,19.22572735,21.43007057
42,12/5/2018,4,Digester B,WEFFL(20),Blank Digester Effluent A (20%),A,7.83,1126.307164,42.36505753,59.81000379,570.9405371,21.47542826,23.93771298
44,12/7/2018,4,Digester B,WEFFL(20),Blank Digester Effluent A (20%),A,7.33,1199.716263,45.1262765,48.93939945,619.8799365,23.31624091,25.98958568
46,12/9/2018,4,Digester B,WEFFL(20),Blank Digester Effluent A (20%),A,8,1245.303119,46.84098614,30.39123688,650.2711734,24.45938067,27.26379316
47,12/10/2018,4,Digester B,WEFFL(20),Blank Digester Effluent A (20%),A,8.35,1309.109502,49.24100735,31.9031915,682.1743649,25.65939127,28.60139207
48,12/11/2018,4,Digester B,WEFFL(20),Blank Digester Effluent A (20%),A,8.15,1354.251868,50.93899794,22.5711833,704.7455482,26.50838656,29.54772969
50,12/13/2018,4,Digester B,WEFFL(20),Blank Digester Effluent A (20%),A,8.11,1408.416986,52.9763714,27.0825589,731.8281071,27.5270733,30.68321488
51,12/14/2018,4,Digester B,WEFFL(20),Blank Digester Effluent A (20%),A,8.1,1471.679373,55.35593067,31.63119334,763.4593005,28.71685293,32.00940977
0,10/24/2018,4,Digester B,WEFFL(20),Blank Digester Effluent B (20%),B,7.1,0,0,0,0,0,0
1,10/25/2018,4,Digester B,WEFFL(20),Blank Digester Effluent B (20%),B,7.76,0,0,0,0,0,0
2,10/26/2018,4,Digester B,WEFFL(20),Blank Digester Effluent B (20%),B,7.8,26.81858389,1.008757545,17.35320134,17.35320134,0.65272547,0.75569139
3,10/27/2018,4,Digester B,WEFFL(20),Blank Digester Effluent B (20%),B,7.6,53.67528406,2.0189488,10.74268007,28.09588141,1.056801972,1.223510017
5,10/29/2018,4,Digester B,WEFFL(20),Blank Digester Effluent B (20%),B,8.37,80.84590588,3.040947943,0,28.09588141,1.056801972,1.223510017
7,10/31/2018,4,Digester B,WEFFL(20),Blank Digester Effluent B (20%),B,8.07,107.7137192,4.051557209,18.60079383,46.69667524,1.756454541,2.033531146
9,11/2/2018,4,Digester B,WEFFL(20),Blank Digester Effluent B (20%),B,8.07,134.5759816,5.061957682,11.51239816,58.20907339,2.189483315,2.534869198
11,11/4/2018,4,Digester B,WEFFL(20),Blank Digester Effluent B (20%),B,7.72,161.522871,6.075541326,8.982296471,67.19136986,2.52734453,2.926027231
13,11/6/2018,4,Digester B,WEFFL(20),Blank Digester Effluent B (20%),B,7.7,188.2581134,7.081164056,10.69409698,77.88546685,2.929593622,3.391730178
15,11/8/2018,4,Digester B,WEFFL(20),Blank Digester Effluent B (20%),B,7.61,215.6117586,8.110047463,0,77.88546685,2.929593622,3.391730178
17,11/10/2018,4,Digester B,WEFFL(20),Blank Digester Effluent B (20%),B,7.75,252.1362412,9.483883887,25.11058177,102.9960486,3.874106163,4.485237368
19,11/12/2018,4,Digester B,WEFFL(20),Blank Digester Effluent B (20%),B,8,288.51221,10.85213409,22.73498048,125.7310291,4.729262541,5.47529267
22,11/15/2018,4,Digester B,WEFFL(20),Blank Digester Effluent B (20%),B,7.88,324.6066068,12.20979322,12.03146562,137.7624947,5.181815583,5.999234898
24,11/17/2018,4,Digester B,WEFFL(20),Blank Digester Effluent B (20%),B,7.66,351.8421437,13.23423408,18.15702456,155.9195193,5.86477616,6.789930911
26,11/19/2018,4,Digester B,WEFFL(20),Blank Digester Effluent B (20%),B,7.7,387.8805257,14.58978626,20.02132337,175.9408426,6.617860703,7.661812784
28,11/21/2018,4,Digester B,WEFFL(20),Blank Digester Effluent B (20%),B,7.88,424.2309982,15.95707745,25.65915701,201.5999997,7.583007422,8.779209144
30,11/23/2018,4,Digester B,WEFFL(20),Blank Digester Effluent B (20%),B,7.65,460.5768859,17.32419618,0,201.5999997,7.583007422,8.779209144
32,11/25/2018,4,Digester B,WEFFL(20),Blank Digester Effluent B (20%),B,7.85,496.1737471,18.66314094,17.79843062,219.3984303,8.252479801,9.554289229
34,11/27/2018,4,Digester B,WEFFL(20),Blank Digester Effluent B (20%),B,7.76,541.1641138,20.35541418,32.13597625,251.5344065,9.461246402,10.95373594
36,11/29/2018,4,Digester B,WEFFL(20),Blank Digester Effluent B (20%),B,8.06,585.9921138,22.04158014,22.41399998,273.9484065,10.30432938,11.92981329
38,12/1/2018,4,Digester B,WEFFL(20),Blank Digester Effluent B (20%),B,7.71,630.164494,23.70308553,26.50342812,300.4518346,11.30123262,13.08397569
40,12/3/2018,4,Digester B,WEFFL(20),Blank Digester Effluent B (20%),B,7.65,702.0544122,26.40716184,41.07995323,341.5317879,12.84641908,14.87291171
42,12/5/2018,4,Digester B,WEFFL(20),Blank Digester Effluent B (20%),B,7.77,765.4892647,28.79320826,40.36763341,381.8994213,14.36481226,16.63082786
44,12/7/2018,4,Digester B,WEFFL(20),Blank Digester Effluent B (20%),B,7.82,765.4892647,28.79320826,0,381.8994213,14.36481226,16.63082786
46,12/9/2018,4,Digester B,WEFFL(20),Blank Digester Effluent B (20%),B,7.81,801.9587489,30.16497597,26.74428846,408.6437097,15.37077524,17.79547916
47,12/10/2018,4,Digester B,WEFFL(20),Blank Digester Effluent B (20%),B,8.02,838.4195392,31.53641666,12.15359676,420.7973065,15.82792214,18.32473992
48,12/11/2018,4,Digester B,WEFFL(20),Blank Digester Effluent B (20%),B,7.9,865.5049592,32.55521101,9.02847332,429.8257798,16.16752026,18.71790884
50,12/13/2018,4,Digester B,WEFFL(20),Blank Digester Effluent B (20%),B,7.9,892.5875181,33.57389774,13.54127945,443.3670593,16.67686362,19.30759994
51,12/14/2018,4,Digester B,WEFFL(20),Blank Digester Effluent B (20%),B,7.92,937.7749371,35.27358294,15.06247302,458.4295323,17.24342535,19.96353546
0,2/18/2019,5,Digester B,EQ(80)+WEFFL(20) ,EQ tank(80%) + Digester Effluent (20%) A,A,6.81,0,0,0,0,0,0
1,2/19/2019,5,Digester B,EQ(80)+WEFFL(20) ,EQ tank(80%) + Digester Effluent (20%) A,A,7.04,46.06679564,0.427515817,0,0,0,0
2,2/20/2019,5,Digester B,EQ(80)+WEFFL(20) ,EQ tank(80%) + Digester Effluent (20%) A,A,6.94,108.9237164,1.01084981,0,0,0,0
3,2/21/2019,5,Digester B,EQ(80)+WEFFL(20) ,EQ tank(80%) + Digester Effluent (20%) A,A,7.3,163.2429516,1.514951124,0,0,0,0
5,2/23/2019,5,Digester B,EQ(80)+WEFFL(20) ,EQ tank(80%) + Digester Effluent (20%) A,A,6.8,207.9951895,1.930267391,0,0,0,0
7,2/25/2019,5,Digester B,EQ(80)+WEFFL(20) ,EQ tank(80%) + Digester Effluent (20%) A,A,6.89,272.0992267,2.525175056,0,0,0,0
9,2/27/2019,5,Digester B,EQ(80)+WEFFL(20) ,EQ tank(80%) + Digester Effluent (20%) A,A,6.9,362.2526147,3.361829718,3.608304085,3.608304085,0.033486312,0.086104961
11,3/1/2019,5,Digester B,EQ(80)+WEFFL(20) ,EQ tank(80%) + Digester Effluent (20%) A,A,6.78,407.5085887,3.781820829,0,3.608304085,0.033486312,0.086104961
13,3/3/2019,5,Digester B,EQ(80)+WEFFL(20) ,EQ tank(80%) + Digester Effluent (20%) A,A,6.6,452.7893191,4.202041689,0,3.608304085,0.033486312,0.086104961
15,3/5/2019,5,Digester B,EQ(80)+WEFFL(20) ,EQ tank(80%) + Digester Effluent (20%) A,A,6.72,498.1077789,4.62261269,0,3.608304085,0.033486312,0.086104961
17,3/7/2019,5,Digester B,EQ(80)+WEFFL(20) ,EQ tank(80%) + Digester Effluent (20%) A,A,6.99,534.5784483,4.961073132,6.509590409,10.11789449,0.093897565,0.241443319
19,3/9/2019,5,Digester B,EQ(80)+WEFFL(20) ,EQ tank(80%) + Digester Effluent (20%) A,A,6.5,605.7205646,5.621296609,0,10.11789449,0.093897565,0.241443319
21,3/11/2019,5,Digester B,EQ(80)+WEFFL(20) ,EQ tank(80%) + Digester Effluent (20%) A,A,6.57,660.2512725,6.127360463,0,10.11789449,0.093897565,0.241443319
23,3/13/2019,5,Digester B,EQ(80)+WEFFL(20) ,EQ tank(80%) + Digester Effluent (20%) A,A,6.6,883.9634888,8.203487305,0,10.11789449,0.093897565,0.241443319
25,3/15/2019,5,Digester B,EQ(80)+WEFFL(20) ,EQ tank(80%) + Digester Effluent (20%) A,A,6.73,1107.59334,10.27884977,43.65419591,53.7720904,0.499023621,1.283163409
27,3/17/2019,5,Digester B,EQ(80)+WEFFL(20) ,EQ tank(80%) + Digester Effluent (20%) A,A,6.85,1334.280906,12.38258889,0,53.7720904,0.499023621,1.283163409
29,3/19/2019,5,Digester B,EQ(80)+WEFFL(20) ,EQ tank(80%) + Digester Effluent (20%) A,A,6.72,1416.353872,13.14425443,0,53.7720904,0.499023621,1.283163409
31,3/21/2019,5,Digester B,EQ(80)+WEFFL(20) ,EQ tank(80%) + Digester Effluent (20%) A,A,6.92,1470.109874,13.64312875,15.19920235,68.97129276,0.640077482,1.64586198
34,3/24/2019,5,Digester B,EQ(80)+WEFFL(20) ,EQ tank(80%) + Digester Effluent (20%) A,A,6.72,1713.899705,15.90558281,48.75796625,117.729259,1.092568295,2.809373343
36,3/26/2019,5,Digester B,EQ(80)+WEFFL(20) ,EQ tank(80%) + Digester Effluent (20%) A,A,6.75,2352.396617,21.83105527,34.28171336,152.0109724,1.410714467,3.627437879
38,3/28/2019,5,Digester B,EQ(80)+WEFFL(20) ,EQ tank(80%) + Digester Effluent (20%) A,A,6.6,2639.994948,24.50006738,0,152.0109724,1.410714467,3.627437879
40,3/30/2019,5,Digester B,EQ(80)+WEFFL(20) ,EQ tank(80%) + Digester Effluent (20%) A,A,7.04,2675.681305,24.83124914,8.759378532,160.7703509,1.492004533,3.836462932
42,4/1/2019,5,Digester B,EQ(80)+WEFFL(20) ,EQ tank(80%) + Digester Effluent (20%) A,A,6.95,2702.954447,25.08435334,10.22742834,170.9977792,1.58691861,4.080520058
44,4/3/2019,5,Digester B,EQ(80)+WEFFL(20) ,EQ tank(80%) + Digester Effluent (20%) A,A,6.87,2739.145747,25.42022114,10.3023554,181.3001346,1.682528036,4.326365167
46,4/5/2019,5,Digester B,EQ(80)+WEFFL(20) ,EQ tank(80%) + Digester Effluent (20%) A,A,6.72,2775.104008,25.75392625,0,181.3001346,1.682528036,4.326365167
48,4/7/2019,5,Digester B,EQ(80)+WEFFL(20) ,EQ tank(80%) + Digester Effluent (20%) A,A,6.8,2810.787861,26.08508476,23.78923521,205.0893699,1.903300377,4.894047694
50,4/9/2019,5,Digester B,EQ(80)+WEFFL(20) ,EQ tank(80%) + Digester Effluent (20%) A,A,6.99,2846.451635,26.41605694,13.5861996,218.6755694,2.029385015,5.21825518
52,4/11/2019,5,Digester B,EQ(80)+WEFFL(20) ,EQ tank(80%) + Digester Effluent (20%) A,A,6.46,2881.977641,26.74575058,0,218.6755694,2.029385015,5.21825518
53,4/12/2019,5,Digester B,EQ(80)+WEFFL(20) ,EQ tank(80%) + Digester Effluent (20%) A,A,6.95,2917.547287,27.07584921,0,218.6755694,2.029385015,5.21825518
54,4/13/2019,5,Digester B,EQ(80)+WEFFL(20) ,EQ tank(80%) + Digester Effluent (20%) A,A,6.45,2944.599605,27.32690409,0,218.6755694,2.029385015,5.21825518
56,4/15/2019,5,Digester B,EQ(80)+WEFFL(20) ,EQ tank(80%) + Digester Effluent (20%) A,A,6.45,2980.709852,27.66201969,0,218.6755694,2.029385015,5.21825518
0,2/18/2019,5,Digester B,EQ(80)+WEFFL(20) ,EQ tank(80%) + Digester Effluent (20%) B,B,7.8,0,0,0,0,0,0
1,2/19/2019,5,Digester B,EQ(80)+WEFFL(20) ,EQ tank(80%) + Digester Effluent (20%) B,B,7.03,801.5622441,7.438775217,0,0,0,0
2,2/20/2019,5,Digester B,EQ(80)+WEFFL(20) ,EQ tank(80%) + Digester Effluent (20%) B,B,6.84,801.5622441,7.438775217,1.414915325,1.414915325,0.013130904,0.028766831
3,2/21/2019,5,Digester B,EQ(80)+WEFFL(20) ,EQ tank(80%) + Digester Effluent (20%) B,B,7.4,1390.020626,12.89987279,52.811353,54.22626833,0.503238549,1.102481431
5,2/23/2019,5,Digester B,EQ(80)+WEFFL(20) ,EQ tank(80%) + Digester Effluent (20%) B,B,6.81,1479.525102,13.73050532,0,54.22626833,0.503238549,1.102481431
7,2/25/2019,5,Digester B,EQ(80)+WEFFL(20) ,EQ tank(80%) + Digester Effluent (20%) B,B,7.21,1543.629139,14.32541299,0,54.22626833,0.503238549,1.102481431
9,2/27/2019,5,Digester B,EQ(80)+WEFFL(20) ,EQ tank(80%) + Digester Effluent (20%) B,B,7.1,1615.751849,14.99473672,0,54.22626833,0.503238549,1.102481431
11,3/1/2019,5,Digester B,EQ(80)+WEFFL(20) ,EQ tank(80%) + Digester Effluent (20%) B,B,6.96,1661.007823,15.41472783,0,54.22626833,0.503238549,1.102481431
13,3/3/2019,5,Digester B,EQ(80)+WEFFL(20) ,EQ tank(80%) + Digester Effluent (20%) B,B,6.75,1697.232408,15.75090452,0,54.22626833,0.503238549,1.102481431
15,3/5/2019,5,Digester B,EQ(80)+WEFFL(20) ,EQ tank(80%) + Digester Effluent (20%) B,B,6.93,1742.550867,16.17147552,0,54.22626833,0.503238549,1.102481431
17,3/7/2019,5,Digester B,EQ(80)+WEFFL(20) ,EQ tank(80%) + Digester Effluent (20%) B,B,6.99,1788.139204,16.59455107,0,54.22626833,0.503238549,1.102481431
19,3/9/2019,5,Digester B,EQ(80)+WEFFL(20) ,EQ tank(80%) + Digester Effluent (20%) B,B,6.84,1823.703002,16.92459543,0,54.22626833,0.503238549,1.102481431
21,3/11/2019,5,Digester B,EQ(80)+WEFFL(20) ,EQ tank(80%) + Digester Effluent (20%) B,B,6.88,1860.056807,17.26197133,0,54.22626833,0.503238549,1.102481431
23,3/13/2019,5,Digester B,EQ(80)+WEFFL(20) ,EQ tank(80%) + Digester Effluent (20%) B,B,6.65,1904.799251,17.6771967,0,54.22626833,0.503238549,1.102481431
25,3/15/2019,5,Digester B,EQ(80)+WEFFL(20) ,EQ tank(80%) + Digester Effluent (20%) B,B,6.57,1940.580027,18.0092547,0,54.22626833,0.503238549,1.102481431
27,3/17/2019,5,Digester B,EQ(80)+WEFFL(20) ,EQ tank(80%) + Digester Effluent (20%) B,B,6.71,1976.850037,18.34585296,0,54.22626833,0.503238549,1.102481431
29,3/19/2019,5,Digester B,EQ(80)+WEFFL(20) ,EQ tank(80%) + Digester Effluent (20%) B,B,6.92,2004.207692,18.59974147,0,54.22626833,0.503238549,1.102481431
31,3/21/2019,5,Digester B,EQ(80)+WEFFL(20) ,EQ tank(80%) + Digester Effluent (20%) B,B,6.72,2040.045027,18.93232435,0,54.22626833,0.503238549,1.102481431
34,3/24/2019,5,Digester B,EQ(80)+WEFFL(20) ,EQ tank(80%) + Digester Effluent (20%) B,B,6.72,2076.162039,19.26750273,6.281219485,60.50748781,0.561530441,1.230185735
36,3/26/2019,5,Digester B,EQ(80)+WEFFL(20) ,EQ tank(80%) + Digester Effluent (20%) B,B,6.66,2140.011731,19.86004998,3.11461908,63.62210689,0.590435185,1.293509468
38,3/28/2019,5,Digester B,EQ(80)+WEFFL(20) ,EQ tank(80%) + Digester Effluent (20%) B,B,6.8,2184.94897,20.27708312,17.07615092,80.69825782,0.748907779,1.64068695
40,3/30/2019,5,Digester B,EQ(80)+WEFFL(20) ,EQ tank(80%) + Digester Effluent (20%) B,B,6.67,2220.635327,20.60826487,1.189545233,81.88780305,0.759947171,1.664871751
42,4/1/2019,5,Digester B,EQ(80)+WEFFL(20) ,EQ tank(80%) + Digester Effluent (20%) B,B,6.73,2220.635327,20.60826487,0,81.88780305,0.759947171,1.664871751
44,4/3/2019,5,Digester B,EQ(80)+WEFFL(20) ,EQ tank(80%) + Digester Effluent (20%) B,B,6.49,2220.635327,20.60826487,0,81.88780305,0.759947171,1.664871751
46,4/5/2019,5,Digester B,EQ(80)+WEFFL(20) ,EQ tank(80%) + Digester Effluent (20%) B,B,6.68,2220.635327,20.60826487,0,81.88780305,0.759947171,1.664871751
48,4/7/2019,5,Digester B,EQ(80)+WEFFL(20) ,EQ tank(80%) + Digester Effluent (20%) B,B,6.72,2220.635327,20.60826487,0,81.88780305,0.759947171,1.664871751
50,4/9/2019,5,Digester B,EQ(80)+WEFFL(20) ,EQ tank(80%) + Digester Effluent (20%) B,B,6.73,2220.635327,20.60826487,0,81.88780305,0.759947171,1.664871751
52,4/11/2019,5,Digester B,EQ(80)+WEFFL(20) ,EQ tank(80%) + Digester Effluent (20%) B,B,6.56,2220.635327,20.60826487,0,81.88780305,0.759947171,1.664871751
53,4/12/2019,5,Digester B,EQ(80)+WEFFL(20) ,EQ tank(80%) + Digester Effluent (20%) B,B,7.05,2220.635327,20.60826487,0,81.88780305,0.759947171,1.664871751
54,4/13/2019,5,Digester B,EQ(80)+WEFFL(20) ,EQ tank(80%) + Digester Effluent (20%) B,B,6.57,2220.635327,20.60826487,0,81.88780305,0.759947171,1.664871751
56,4/15/2019,5,Digester B,EQ(80)+WEFFL(20) ,EQ tank(80%) + Digester Effluent (20%) B,B,6.45,2220.635327,20.60826487,0,81.88780305,0.759947171,1.664871751
0,2/18/2019,5,Digester B,EQ(80)+WEFFL(20) ,EQ tank(90%) + Digester Effluent (20%) C,C,6.76,0,0,0,0,0,0
1,2/19/2019,5,Digester B,EQ(80)+WEFFL(20) ,EQ tank(90%) + Digester Effluent (10%) C,C,7.1,55.28015477,0.513018981,5.444257666,5.444257666,0.050524597,0.090850298
2,2/20/2019,5,Digester B,EQ(80)+WEFFL(20) ,EQ tank(90%) + Digester Effluent (10%) C,C,6.91,145.0757559,1.346353256,9.54819982,14.99245749,0.139135198,0.250184564
3,2/21/2019,5,Digester B,EQ(80)+WEFFL(20) ,EQ tank(90%) + Digester Effluent (10%) C,C,7.42,217.5014028,2.018488342,14.32850404,29.32096152,0.272108677,0.489289496
5,2/23/2019,5,Digester B,EQ(80)+WEFFL(20) ,EQ tank(90%) + Digester Effluent (10%) C,C,6.8,271.2040883,2.516867861,0,29.32096152,0.272108677,0.489289496
7,2/25/2019,5,Digester B,EQ(80)+WEFFL(20) ,EQ tank(90%) + Digester Effluent (10%) C,C,6.8,335.3081255,3.111775526,0,29.32096152,0.272108677,0.489289496
9,2/27/2019,5,Digester B,EQ(80)+WEFFL(20) ,EQ tank(90%) + Digester Effluent (10%) C,C,6.99,380.3848195,3.530102857,0,29.32096152,0.272108677,0.489289496
11,3/1/2019,5,Digester B,EQ(80)+WEFFL(20) ,EQ tank(90%) + Digester Effluent (10%) C,C,6.96,425.6407934,3.950093968,0,29.32096152,0.272108677,0.489289496
13,3/3/2019,5,Digester B,EQ(80)+WEFFL(20) ,EQ tank(90%) + Digester Effluent (10%) C,C,6.4,461.8653778,4.286270657,0,29.32096152,0.272108677,0.489289496
15,3/5/2019,5,Digester B,EQ(80)+WEFFL(20) ,EQ tank(90%) + Digester Effluent (10%) C,C,6.7,507.1838376,4.706841658,0,29.32096152,0.272108677,0.489289496
17,3/7/2019,5,Digester B,EQ(80)+WEFFL(20) ,EQ tank(90%) + Digester Effluent (10%) C,C,6.72,552.7721743,5.12991721,2.86252347,32.18348499,0.298673886,0.537057461
19,3/9/2019,5,Digester B,EQ(80)+WEFFL(20) ,EQ tank(90%) + Digester Effluent (10%) C,C,6.63,606.1178714,5.624983753,0,32.18348499,0.298673886,0.537057461
21,3/11/2019,5,Digester B,EQ(80)+WEFFL(20) ,EQ tank(90%) + Digester Effluent (10%) C,C,6.67,651.5601279,6.046703632,0.61340012,32.79688511,0.304366452,0.547293491
23,3/13/2019,5,Digester B,EQ(80)+WEFFL(20) ,EQ tank(90%) + Digester Effluent (10%) C,C,6.41,714.1995485,6.628019147,0,32.79688511,0.304366452,0.547293491
25,3/15/2019,5,Digester B,EQ(80)+WEFFL(20) ,EQ tank(90%) + Digester Effluent (10%) C,C,6.47,767.8707129,7.12610614,0,32.79688511,0.304366452,0.547293491
27,3/17/2019,5,Digester B,EQ(80)+WEFFL(20) ,EQ tank(90%) + Digester Effluent (10%) C,C,6.48,813.208226,7.546853963,0,32.79688511,0.304366452,0.547293491
29,3/19/2019,5,Digester B,EQ(80)+WEFFL(20) ,EQ tank(90%) + Digester Effluent (10%) C,C,6.6,858.804318,7.970001487,0,32.79688511,0.304366452,0.547293491
31,3/21/2019,5,Digester B,EQ(80)+WEFFL(20) ,EQ tank(90%) + Digester Effluent (10%) C,C,6.66,912.5603204,8.468875806,2.953626508,35.75051162,0.331777129,0.596581725
34,3/24/2019,5,Digester B,EQ(80)+WEFFL(20) ,EQ tank(90%) + Digester Effluent (10%) C,C,6.58,957.7065855,8.88784878,0,35.75051162,0.331777129,0.596581725
36,3/26/2019,5,Digester B,EQ(80)+WEFFL(20) ,EQ tank(90%) + Digester Effluent (10%) C,C,6.6,1003.313508,9.311096813,0,35.75051162,0.331777129,0.596581725
38,3/28/2019,5,Digester B,EQ(80)+WEFFL(20) ,EQ tank(90%) + Digester Effluent (10%) C,C,6.99,1048.250747,9.728129956,22.26121699,58.01172861,0.538368932,0.968062709
40,3/30/2019,5,Digester B,EQ(80)+WEFFL(20) ,EQ tank(90%) + Digester Effluent (10%) C,C,6.61,1083.937104,10.05931171,7.137271396,65.14900001,0.604605282,1.08716494
42,4/1/2019,5,Digester B,EQ(80)+WEFFL(20) ,EQ tank(90%) + Digester Effluent (10%) C,C,6.64,1120.301294,10.39678398,7.727390302,72.87639031,0.67631814,1.216114699
44,4/3/2019,5,Digester B,EQ(80)+WEFFL(20) ,EQ tank(90%) + Digester Effluent (10%) C,C,7.49,1147.444769,10.64868483,0,72.87639031,0.67631814,1.216114699
